Project,Date,accessors,blocker_violations,conditions_to_cover,new_it_conditions_to_cover,new_conditions_to_cover,burned_budget,business_value,classes,class_complexity_distribution,comment_lines,commented_out_code_lines,comment_lines_density,comment_lines_data,complexity,class_complexity,file_complexity,function_complexity,complexity_in_classes,complexity_in_functions,branch_coverage,new_it_branch_coverage,new_branch_coverage,conditions_by_line,confirmed_issues,coverage,new_it_coverage,coverage_line_hits_data,new_coverage,covered_conditions_by_line,critical_violations,last_commit_date,directories,duplicated_blocks,duplicated_files,duplicated_lines,duplicated_lines_density,duplications_data,false_positive_issues,files,file_complexity_distribution,functions,function_complexity_distribution,generated_lines,generated_ncloc,info_violations,violations,it_conditions_to_cover,it_branch_coverage,it_conditions_by_line,it_coverage,it_coverage_line_hits_data,it_covered_conditions_by_line,it_line_coverage,it_lines_to_cover,it_uncovered_conditions,it_uncovered_lines,line_coverage,new_it_line_coverage,new_line_coverage,lines,ncloc,ncloc_language_distribution,lines_to_cover,new_it_lines_to_cover,new_lines_to_cover,major_violations,minor_violations,ncloc_data,new_blocker_violations,new_critical_violations,new_info_violations,new_violations,new_major_violations,new_minor_violations,open_issues,overall_conditions_to_cover,new_overall_conditions_to_cover,overall_branch_coverage,new_overall_branch_coverage,overall_conditions_by_line,overall_coverage,overall_coverage_line_hits_data,new_overall_coverage,overall_covered_conditions_by_line,overall_line_coverage,new_overall_line_coverage,overall_lines_to_cover,new_overall_lines_to_cover,overall_uncovered_conditions,new_overall_uncovered_conditions,overall_uncovered_lines,new_overall_uncovered_lines,projects,public_api,public_documented_api_density,public_undocumented_api,quality_gate_details,alert_status,reopened_issues,skipped_tests,development_cost,sqale_rating,statements,new_technical_debt,sqale_debt_ratio,new_sqale_debt_ratio,uncovered_conditions,new_it_uncovered_conditions,new_uncovered_conditions,uncovered_lines,new_it_uncovered_lines,new_uncovered_lines,test_errors,test_failures,test_success_density,tests,test_data,test_execution_time,code_smells:complex_class,code_smells:blob_class,code_smells:class_data_private,code_smells:functional_decomposition,code_smells:spaghetti_code,code_smells:antisingleton,code_smells:baseclass_knows_derived,code_smells:baseclass_abstract,code_smells:large_class,code_smells:lazy_class,code_smells:long_method,code_smells:long_parameter_list,code_smells:many_field_attributes_not_complex,code_smells:message_chains,code_smells:refused_parent_bequest,code_smells:speculative_generality,code_smells:swiss_army_knife,code_smells:tradition_breaker,Jira
CLI,2005-09-07T00:00:00+0200,118,0,null,null,null,null,null,148,null,3470,null,17.7,null,2290,15.5,17.0,1.9,null,null,null,null,null,null,0,null,null,null,null,null,104,null,21,54,16,1185,4.3,null,0,135,0=42;5=17;10=30;20=22;30=19;60=4;90=1,1195,1=758;2=203;4=78;6=31;8=18;10=5;12=21,null,null,24,909,null,null,null,null,null,null,null,null,null,null,null,null,null,27601,16165,java=16165,null,null,null,444,337,null,null,null,null,null,null,null,909,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1196,39.0,729,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"98";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"909";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,484950,A,6776,null,2.9,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
CLI,2005-09-13T00:00:00+0200,118,0,null,null,null,null,null,149,null,3464,null,17.8,null,2290,15.4,16.8,1.9,null,null,null,null,null,null,0,null,null,null,null,null,104,null,21,54,16,1167,4.2,null,0,136,0=43;5=17;10=30;20=22;30=19;60=4;90=1,1195,1=758;2=203;4=78;6=31;8=18;10=5;12=21,null,null,23,892,null,null,null,null,null,null,null,null,null,null,null,null,null,27584,16025,java=16025,null,null,null,456,309,null,null,null,null,null,null,null,892,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1197,39.0,730,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"98";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"892";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,480750,A,6780,null,3.2,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,59
CLI,2005-09-14T00:00:00+0200,117,0,null,null,null,null,null,150,null,3460,null,17.5,null,2383,15.9,17.4,1.9,null,null,null,null,null,null,0,null,null,null,null,null,140,null,21,56,17,1189,4.3,null,0,137,0=43;5=17;10=27;20=22;30=23;60=4;90=1,1245,1=775;2=233;4=82;6=30;8=18;10=5;12=21,null,null,22,941,null,null,null,null,null,null,null,null,null,null,null,null,null,27958,16291,java=16291,null,null,null,461,318,null,null,null,null,null,null,null,941,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1247,37.5,779,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"134";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"941";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,488730,A,7008,null,3.2,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
CLI,2005-10-02T00:00:00+0200,117,0,null,null,null,null,null,150,null,3466,null,17.5,null,2393,16.0,17.5,1.9,null,null,null,null,null,null,0,null,null,null,null,null,140,null,21,58,19,1247,4.4,null,0,137,0=40;5=20;10=27;20=22;30=23;60=4;90=1,1255,1=785;2=233;4=82;6=30;8=18;10=5;12=21,null,null,23,967,null,null,null,null,null,null,null,null,null,null,null,null,null,28093,16396,java=16396,null,null,null,467,337,null,null,null,null,null,null,null,967,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1255,37.3,787,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"134";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"967";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,491880,A,7087,null,3.3,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
CLI,2005-11-22T00:00:00+0100,117,0,null,null,null,null,null,151,null,3472,null,17.4,null,2405,15.9,17.4,1.9,null,null,null,null,null,null,0,null,null,null,null,null,140,null,22,58,19,1247,4.4,null,0,138,0=40;5=21;10=27;20=22;30=23;60=4;90=1,1265,1=795;2=232;4=83;6=30;8=18;10=5;12=21,null,null,23,976,null,null,null,null,null,null,null,null,null,null,null,null,null,28188,16448,java=16448,null,null,null,468,345,null,null,null,null,null,null,null,976,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1266,37.1,796,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"134";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"976";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,493440,A,7105,null,3.3,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
CLI,2006-01-23T00:00:00+0100,117,0,null,null,null,null,null,151,null,3472,null,17.4,null,2405,15.9,17.4,1.9,null,null,null,null,null,null,0,null,null,null,null,null,140,null,22,58,19,1247,4.4,null,0,138,0=40;5=21;10=27;20=22;30=23;60=4;90=1,1265,1=795;2=232;4=83;6=30;8=18;10=5;12=21,null,null,23,976,null,null,null,null,null,null,null,null,null,null,null,null,null,28188,16448,java=16448,null,null,null,468,345,null,null,null,null,null,null,null,976,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1266,37.1,796,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"134";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"976";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,493440,A,7105,null,3.3,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
CLI,2006-01-24T00:00:00+0100,117,0,null,null,null,null,null,151,null,3472,null,17.4,null,2405,15.9,17.4,1.9,null,null,null,null,null,null,0,null,null,null,null,null,140,null,22,58,19,1247,4.4,null,0,138,0=40;5=21;10=27;20=22;30=23;60=4;90=1,1265,1=795;2=232;4=83;6=30;8=18;10=5;12=21,null,null,23,976,null,null,null,null,null,null,null,null,null,null,null,null,null,28188,16448,java=16448,null,null,null,468,345,null,null,null,null,null,null,null,976,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1266,37.1,796,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"134";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"976";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,493440,A,7105,null,3.3,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
CLI,2006-02-01T00:00:00+0100,117,0,null,null,null,null,null,151,null,3470,null,17.4,null,2405,15.9,17.4,1.9,null,null,null,null,null,null,0,null,null,null,null,null,140,null,22,58,19,1247,4.4,null,0,138,0=40;5=21;10=27;20=22;30=23;60=4;90=1,1265,1=795;2=232;4=83;6=30;8=18;10=5;12=21,null,null,23,976,null,null,null,null,null,null,null,null,null,null,null,null,null,28185,16448,java=16448,null,null,null,468,345,null,null,null,null,null,null,null,976,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1266,37.1,796,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"134";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"976";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,493440,A,7105,null,3.3,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
CLI,2006-02-10T00:00:00+0100,118,0,null,null,null,null,null,151,null,3472,null,17.4,null,2405,15.9,17.4,1.9,null,null,null,null,null,null,0,null,null,null,null,null,140,null,22,58,19,1247,4.4,null,0,138,0=40;5=21;10=27;20=22;30=23;60=4;90=1,1265,1=795;2=232;4=83;6=30;8=18;10=5;12=21,null,null,23,976,null,null,null,null,null,null,null,null,null,null,null,null,null,28196,16452,java=16452,null,null,null,468,345,null,null,null,null,null,null,null,976,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1266,37.1,796,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"134";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"976";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,493560,A,7106,null,3.3,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
CLI,2006-02-11T00:00:00+0100,118,0,null,null,null,null,null,151,null,3476,null,17.4,null,2405,15.9,17.4,1.9,null,null,null,null,null,null,0,null,null,null,null,null,140,null,22,58,19,1247,4.4,null,0,138,0=40;5=21;10=27;20=22;30=23;60=4;90=1,1265,1=795;2=232;4=83;6=30;8=18;10=5;12=21,null,null,23,976,null,null,null,null,null,null,null,null,null,null,null,null,null,28205,16452,java=16452,null,null,null,468,345,null,null,null,null,null,null,null,976,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1266,37.3,794,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"134";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"976";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,493560,A,7106,null,3.3,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
CLI,2006-02-14T00:00:00+0100,118,0,null,null,null,null,null,151,null,3476,null,17.4,null,2405,15.9,17.4,1.9,null,null,null,null,null,null,0,null,null,null,null,null,140,null,22,58,19,1247,4.4,null,0,138,0=40;5=21;10=27;20=22;30=23;60=4;90=1,1265,1=795;2=232;4=83;6=30;8=18;10=5;12=21,null,null,23,976,null,null,null,null,null,null,null,null,null,null,null,null,null,28205,16452,java=16452,null,null,null,468,345,null,null,null,null,null,null,null,976,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1266,37.3,794,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"134";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"976";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,493560,A,7106,null,3.3,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
CLI,2006-03-04T00:00:00+0100,118,0,null,null,null,null,null,151,null,3476,null,17.4,null,2405,15.9,17.4,1.9,null,null,null,null,null,null,0,null,null,null,null,null,140,null,22,58,19,1247,4.4,null,0,138,0=40;5=21;10=27;20=22;30=23;60=4;90=1,1265,1=795;2=232;4=83;6=30;8=18;10=5;12=21,null,null,23,976,null,null,null,null,null,null,null,null,null,null,null,null,null,28205,16452,java=16452,null,null,null,468,345,null,null,null,null,null,null,null,976,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1266,37.3,794,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"134";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"976";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,493560,A,7106,null,3.3,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
CLI,2006-03-08T00:00:00+0100,118,0,null,null,null,null,null,151,null,3476,null,17.4,null,2405,15.9,17.4,1.9,null,null,null,null,null,null,0,null,null,null,null,null,140,null,22,58,19,1247,4.4,null,0,138,0=40;5=21;10=27;20=22;30=23;60=4;90=1,1265,1=795;2=232;4=83;6=30;8=18;10=5;12=21,null,null,23,976,null,null,null,null,null,null,null,null,null,null,null,null,null,28205,16452,java=16452,null,null,null,468,345,null,null,null,null,null,null,null,976,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1266,37.3,794,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"134";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"976";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,493560,A,7106,null,3.3,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
CLI,2006-03-11T00:00:00+0100,118,0,null,null,null,null,null,151,null,3459,null,17.4,null,2403,15.9,17.4,1.9,null,null,null,null,null,null,0,null,null,null,null,null,138,null,22,58,19,1247,4.4,null,0,138,0=40;5=21;10=27;20=22;30=23;60=4;90=1,1264,1=794;2=233;4=82;6=30;8=18;10=5;12=21,null,null,22,971,null,null,null,null,null,null,null,null,null,null,null,null,null,28153,16426,java=16426,null,null,null,466,345,null,null,null,null,null,null,null,971,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1265,37.2,794,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"132";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"971";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,492780,A,7096,null,3.3,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
CLI,2006-04-17T00:00:00+0200,118,0,null,null,null,null,null,151,null,3459,null,17.4,null,2403,15.9,17.4,1.9,null,null,null,null,null,null,0,null,null,null,null,null,138,null,22,58,19,1247,4.4,null,0,138,0=40;5=21;10=27;20=22;30=23;60=4;90=1,1264,1=794;2=233;4=82;6=30;8=18;10=5;12=21,null,null,22,971,null,null,null,null,null,null,null,null,null,null,null,null,null,28153,16426,java=16426,null,null,null,466,345,null,null,null,null,null,null,null,971,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1265,37.2,794,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"132";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"971";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,492780,A,7096,null,3.3,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
CLI,2006-05-16T00:00:00+0200,118,0,null,null,null,null,null,151,null,3459,null,17.4,null,2403,15.9,17.4,1.9,null,null,null,null,null,null,0,null,null,null,null,null,138,null,22,58,19,1247,4.4,null,0,138,0=40;5=21;10=27;20=22;30=23;60=4;90=1,1264,1=794;2=233;4=82;6=30;8=18;10=5;12=21,null,null,22,971,null,null,null,null,null,null,null,null,null,null,null,null,null,28153,16426,java=16426,null,null,null,466,345,null,null,null,null,null,null,null,971,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1265,37.2,794,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"132";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"971";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,492780,A,7096,null,3.3,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
CLI,2006-05-27T00:00:00+0200,118,0,null,null,null,null,null,151,null,3459,null,17.4,null,2403,15.9,17.4,1.9,null,null,null,null,null,null,0,null,null,null,null,null,138,null,22,58,19,1247,4.4,null,0,138,0=40;5=21;10=27;20=22;30=23;60=4;90=1,1264,1=794;2=233;4=82;6=30;8=18;10=5;12=21,null,null,22,971,null,null,null,null,null,null,null,null,null,null,null,null,null,28153,16426,java=16426,null,null,null,466,345,null,null,null,null,null,null,null,971,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1265,37.2,794,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"132";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"971";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,492780,A,7096,null,3.3,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
CLI,2006-06-06T00:00:00+0200,118,0,null,null,null,null,null,151,null,3459,null,17.4,null,2403,15.9,17.4,1.9,null,null,null,null,null,null,0,null,null,null,null,null,138,null,22,58,19,1247,4.4,null,0,138,0=40;5=21;10=27;20=22;30=23;60=4;90=1,1264,1=794;2=233;4=82;6=30;8=18;10=5;12=21,null,null,22,971,null,null,null,null,null,null,null,null,null,null,null,null,null,28155,16427,java=16427,null,null,null,466,345,null,null,null,null,null,null,null,971,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1266,37.3,794,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"132";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"971";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,492810,A,7097,null,3.3,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
CLI,2006-06-07T00:00:00+0200,118,0,null,null,null,null,null,151,null,3462,null,17.4,null,2403,15.9,17.4,1.9,null,null,null,null,null,null,0,null,null,null,null,null,138,null,22,58,19,1247,4.4,null,0,138,0=40;5=21;10=27;20=22;30=23;60=4;90=1,1264,1=794;2=233;4=82;6=30;8=18;10=5;12=21,null,null,22,971,null,null,null,null,null,null,null,null,null,null,null,null,null,28158,16427,java=16427,null,null,null,466,345,null,null,null,null,null,null,null,971,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1266,37.3,794,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"132";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"971";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,492810,A,7097,null,3.3,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
CLI,2006-06-25T00:00:00+0200,110,0,null,null,null,null,null,145,null,3238,null,17.9,null,2192,15.1,16.6,1.9,null,null,null,null,null,null,0,null,null,null,null,null,139,null,21,42,18,949,3.7,null,0,132,0=39;5=21;10=25;20=21;30=22;60=4;90=0,1184,1=749;2=217;4=74;6=25;8=16;10=4;12=19,null,null,18,880,null,null,null,null,null,null,null,null,null,null,null,null,null,25760,14843,java=14843,null,null,null,417,306,null,null,null,null,null,null,null,880,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1207,36.8,763,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"133";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"880";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,445290,A,6369,null,3.4,null,null,null,null,null,null,null,null,null,null,null,null,null,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,74
CLI,2007-05-15T00:00:00+0200,90,0,null,null,null,null,null,106,null,1978,null,16.0,null,1499,14.1,15.8,1.7,null,null,null,null,null,null,0,null,null,null,null,null,123,null,18,20,14,429,2.4,null,0,95,0=30;5=15;10=19;20=12;30=16;60=3;90=0,867,1=563;2=136;4=50;6=17;8=11;10=3;12=12,null,null,16,575,null,null,null,null,null,null,null,null,null,null,null,null,null,17876,10404,java=10404,null,null,null,242,194,null,null,null,null,null,null,null,575,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,899,32.6,606,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"117";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"575";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,312120,A,4462,null,3.2,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,80
CLI,2007-05-22T00:00:00+0200,90,0,null,null,null,null,null,106,null,1978,null,16.0,null,1499,14.1,15.8,1.7,null,null,null,null,null,null,0,null,null,null,null,null,123,null,18,20,14,429,2.4,null,0,95,0=30;5=15;10=19;20=12;30=16;60=3;90=0,867,1=563;2=136;4=50;6=17;8=11;10=3;12=12,null,null,16,575,null,null,null,null,null,null,null,null,null,null,null,null,null,17876,10404,java=10404,null,null,null,242,194,null,null,null,null,null,null,null,575,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,899,32.6,606,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"117";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"575";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,312120,A,4462,null,3.2,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
